customer_id,name,age,gender,city,income,spending_score,tenure,monthly_visits,favorite_product,favorite_category,purchase_frequency,churn
314,Alicia Brennan,47,Female,Hyderabad,21128,10,37,20,Camera,Gaming,2,0
315,Taylor Reynolds,18,Female,Pune,91312,85,34,14,Smart TV,Gaming,14,0
316,Jennifer Baker,50,Female,Pune,138763,60,36,29,iPhone,Gaming,7,0
317,Gabriela Norton,37,Female,Pune,92715,14,44,22,Fitness Band,Accessories,6,0
318,Connie Williams,44,Female,Chennai,20834,84,42,20,iPhone,Fashion,8,0
319,Michael Howe,47,Male,Hyderabad,128884,77,28,13,Camera,Fitness,14,0
320,Nicole Hall,55,Male,Delhi,143858,34,22,24,iPhone,Fashion,18,0
321,Kevin Cook,33,Male,Chennai,22161,55,38,18,Watch,Fitness,7,0
322,Dana Weiss,26,Male,Chennai,121091,45,51,24,Tablet,Accessories,5,0
323,Jean Cruz,34,Male,Bangalore,54281,2,11,14,iPhone,Gaming,2,1
324,Vicki Sandoval DDS,37,Male,Bangalore,106541,52,40,25,Fitness Band,Accessories,13,0
325,Morgan Parrish,46,Female,Pune,37977,38,10,8,Headphones,Fashion,3,1
326,Denise Garcia,42,Female,Hyderabad,99652,47,48,27,Camera,Fitness,13,0
327,Jill Sanders,47,Male,Pune,81308,63,33,15,Shoes,Electronics,16,0
328,Tracy Miller,20,Female,Chennai,53493,75,40,1,Watch,Accessories,13,0
329,Curtis Harris,41,Female,Hyderabad,30253,29,19,25,Laptop,Fitness,6,0
330,Christopher Berry,23,Female,Chennai,145908,60,32,4,Gaming Console,Fitness,6,0
331,Meghan Pope,40,Female,Hyderabad,68020,40,22,24,iPhone,Electronics,3,0
332,Kelly Giles,43,Male,Hyderabad,49759,51,49,25,Gaming Console,Fitness,10,0
333,Dwayne Alvarado,51,Male,Chennai,109491,62,59,26,Shoes,Electronics,20,0
334,Joseph Perry,43,Female,Hyderabad,28303,22,30,19,Shoes,Electronics,17,0
335,Eduardo Johns,18,Female,Hyderabad,30877,45,28,29,Gaming Console,Accessories,18,0
336,Chelsea Williamson,47,Female,Mumbai,118794,74,1,8,Smart TV,Electronics,3,0
337,Riley Meyer PhD,27,Female,Hyderabad,127457,53,3,10,Camera,Accessories,3,0
338,Raymond Combs,26,Female,Hyderabad,134018,71,40,23,Gaming Console,Fashion,12,0
339,James Sanchez,23,Male,Mumbai,110914,25,53,3,Watch,Fashion,7,0
340,Veronica Smith,50,Female,Bangalore,127394,87,20,25,iPhone,Gaming,13,0
341,Heidi Reynolds,47,Female,Pune,110714,11,60,30,Fitness Band,Accessories,6,0
342,Kyle Donaldson,31,Female,Mumbai,127715,31,33,2,Smart TV,Fashion,6,0
343,Jamie Hernandez,58,Female,Hyderabad,124440,37,43,6,Smart TV,Accessories,3,0
344,Bryan Rios,54,Female,Delhi,56188,1,40,26,Camera,Fashion,9,0
345,Travis Best,24,Male,Bangalore,51148,21,42,13,Camera,Fitness,2,0
346,Daniel Green,50,Female,Pune,141161,17,35,21,Tablet,Accessories,9,0
347,Jamie White,42,Male,Mumbai,57662,51,40,28,Camera,Gaming,20,0
348,Ruben Cantrell,24,Male,Chennai,30610,100,53,23,Shoes,Gaming,3,0
349,Jonathon Gutierrez,56,Female,Pune,57401,41,55,1,Watch,Electronics,5,0
350,Steven Wu,57,Female,Mumbai,87988,89,30,13,Laptop,Electronics,1,0
351,Darius Sanchez,47,Female,Hyderabad,118877,33,19,9,Headphones,Fitness,8,0
352,Victor Green,37,Male,Delhi,54795,55,23,7,Headphones,Accessories,3,0
353,Rebecca Hansen,54,Male,Bangalore,59761,58,50,15,Camera,Electronics,12,0
354,Sherri Sims,25,Male,Hyderabad,32501,46,54,17,Watch,Fitness,10,0
355,Ryan Long,31,Male,Pune,69933,24,1,7,iPhone,Fashion,11,1
356,Paul Thompson,51,Male,Delhi,134544,47,7,2,Tablet,Fitness,1,0
357,John Sanders,19,Female,Chennai,72633,75,27,28,Smart TV,Electronics,8,0
358,Rebecca Jackson,25,Female,Mumbai,33462,26,42,5,Camera,Electronics,3,0
359,Michelle Vargas,20,Male,Hyderabad,118109,2,57,24,Headphones,Electronics,18,0
360,Julie Rogers,50,Male,Pune,46225,48,31,4,Watch,Fitness,13,0
361,Robert Hayes,21,Male,Hyderabad,135377,56,59,21,Fitness Band,Electronics,8,0
362,Sydney Jimenez,33,Female,Hyderabad,68618,83,16,30,Headphones,Fashion,11,0
363,Michele Barnes,59,Male,Delhi,79915,86,57,29,Tablet,Accessories,16,0
364,Cody Thompson,23,Male,Delhi,97330,9,20,17,Fitness Band,Fitness,10,0
365,Leon Jacobs,46,Male,Pune,98233,54,28,27,Headphones,Gaming,10,0
366,Mary Oneill,23,Female,Hyderabad,148899,94,8,16,Shoes,Accessories,14,0
367,Rachel Evans,51,Female,Bangalore,89488,73,41,3,Tablet,Gaming,6,0
368,Amber Gonzalez,39,Female,Chennai,35492,94,29,26,Fitness Band,Electronics,13,0
369,Gina Francis,58,Female,Hyderabad,83468,24,36,2,Fitness Band,Gaming,11,0
370,Thomas Davis,53,Male,Hyderabad,28455,28,36,1,Watch,Electronics,19,0
371,Logan Holmes,56,Female,Hyderabad,139412,19,39,28,Tablet,Accessories,14,0
372,Phyllis Carter,23,Female,Delhi,114919,73,42,12,Shoes,Fitness,5,0
373,Samuel Stewart,54,Male,Delhi,118813,83,12,26,Tablet,Fitness,7,0
374,Charles Curry,38,Female,Hyderabad,68194,16,16,16,Gaming Console,Gaming,17,0
375,Jessica Dixon,19,Male,Delhi,107979,50,42,29,iPhone,Electronics,14,0
376,Nicholas Jackson,42,Male,Delhi,68853,98,44,11,iPhone,Accessories,12,0
377,John Jackson,31,Female,Chennai,53565,31,7,4,Fitness Band,Gaming,1,1
378,Michael White,39,Male,Mumbai,77844,21,58,23,Headphones,Accessories,13,0
379,Rhonda Mendoza,54,Male,Mumbai,22266,88,54,19,Watch,Gaming,16,0
380,Christopher Lindsey,49,Male,Mumbai,89607,37,14,18,Headphones,Fitness,16,0
381,Cynthia Martinez,28,Female,Pune,67273,64,35,1,Headphones,Fitness,15,0
382,Brian Welch,27,Female,Pune,77825,80,39,17,Camera,Gaming,6,0
383,Robert Rivera,40,Male,Pune,104167,87,11,25,Tablet,Gaming,13,0
384,Natalie Wilson,29,Female,Hyderabad,85171,61,42,2,Gaming Console,Fitness,12,0
385,Juan Hartman,50,Female,Pune,28613,46,23,4,Gaming Console,Fashion,7,0
386,Christopher Mcneil,47,Male,Mumbai,43187,85,2,3,iPhone,Gaming,1,0
387,Michael Howard,55,Female,Pune,103321,43,58,1,Tablet,Accessories,11,0
388,Mitchell Odom,59,Female,Delhi,58298,94,47,27,Shoes,Accessories,18,0
389,James Flores,37,Female,Bangalore,139813,21,60,11,Fitness Band,Fitness,17,0
390,Mandy Smith,44,Female,Chennai,22537,27,58,5,Laptop,Gaming,15,0
391,Amy Cruz,38,Male,Bangalore,72829,1,6,13,Headphones,Gaming,12,1
392,Kathryn Haynes,53,Female,Chennai,130594,70,35,27,Laptop,Fitness,2,0
393,Timothy Weaver,54,Female,Mumbai,109321,82,36,12,Shoes,Fitness,15,0
394,Sarah Hernandez,28,Female,Delhi,45260,12,8,28,Watch,Electronics,13,1
395,Wendy Price,30,Female,Hyderabad,84682,82,50,14,iPhone,Gaming,20,0
396,Roger Patterson,30,Female,Mumbai,144574,59,42,21,Laptop,Accessories,14,0
397,Ashley Cortez,25,Female,Bangalore,38627,4,19,28,Laptop,Fitness,12,0
398,Jeremy Keller,24,Male,Hyderabad,114861,90,31,27,Camera,Fashion,11,0
399,Kristie Moss,53,Male,Pune,31057,8,4,15,Smart TV,Fashion,15,1
400,Jeremy Fuller,33,Female,Bangalore,142224,41,28,3,Headphones,Electronics,14,0
401,Kimberly Miller,55,Female,Delhi,72214,100,7,9,Gaming Console,Electronics,9,0
402,Andrea Jackson,25,Female,Hyderabad,94381,34,41,21,Headphones,Gaming,18,0
403,Laura Brady,52,Male,Chennai,104114,72,43,3,Laptop,Accessories,8,0
404,Bridget Marks,29,Female,Bangalore,139243,22,44,20,Gaming Console,Accessories,4,0
405,Philip Fields,39,Male,Chennai,127729,94,37,16,Laptop,Accessories,11,0
406,Richard Mcgee,52,Female,Chennai,68769,70,41,30,Headphones,Fashion,18,0
407,Vincent Neal,20,Female,Chennai,71753,68,30,5,Watch,Gaming,6,0
408,Timothy Beard,44,Female,Chennai,51968,51,60,9,iPhone,Electronics,16,0
409,Steve Welch,33,Female,Pune,51147,97,56,14,Tablet,Fitness,15,0
410,Ashley Wright,39,Male,Pune,127903,62,25,17,iPhone,Fashion,20,0
411,Kenneth Salazar,20,Female,Delhi,119863,28,49,25,Shoes,Gaming,4,0
412,Melissa Lee,53,Male,Pune,27808,11,43,4,Gaming Console,Fashion,11,0
413,Kelly Baker,56,Female,Bangalore,134610,13,19,27,Camera,Fitness,2,0
414,Matthew Arnold,57,Male,Delhi,58867,89,13,3,Watch,Fitness,20,0
415,William Bush,33,Female,Bangalore,60921,93,25,10,iPhone,Electronics,16,0
416,Richard Gonzales,24,Male,Mumbai,145491,12,28,20,Fitness Band,Fashion,12,0
417,Deanna Walker,44,Male,Pune,94022,63,51,16,Tablet,Accessories,12,0
418,Robin Edwards,18,Male,Mumbai,66671,100,22,27,Gaming Console,Fitness,6,0
419,Briana Gomez,27,Female,Bangalore,121719,76,23,22,Fitness Band,Fashion,11,0
420,Matthew Benjamin,52,Male,Mumbai,57003,84,12,4,Tablet,Electronics,20,0
421,Jason Sanders,29,Female,Mumbai,86756,38,44,5,iPhone,Gaming,5,0
422,Lance Flynn PhD,54,Male,Delhi,39554,91,48,13,Watch,Electronics,1,0
423,Dominique Stewart,22,Female,Hyderabad,85807,83,32,26,Tablet,Fitness,16,0
424,Jessica Lopez,35,Male,Bangalore,130010,83,35,3,Camera,Gaming,19,0
425,Caroline Guerrero,21,Female,Hyderabad,86840,65,29,27,Gaming Console,Accessories,8,0
426,Brian Mcguire,32,Female,Mumbai,136930,86,47,1,Gaming Console,Gaming,1,0
427,Christina Abbott,26,Male,Mumbai,59740,25,28,24,Laptop,Gaming,18,0
428,Rhonda Jefferson,37,Female,Hyderabad,135401,99,33,13,Camera,Gaming,16,0
429,Amanda Smith,58,Female,Bangalore,113667,8,48,9,Laptop,Fashion,6,0
430,George Snow,59,Female,Mumbai,136401,60,58,15,Smart TV,Electronics,9,0
431,Heather Ashley,46,Male,Hyderabad,103331,37,34,29,iPhone,Accessories,12,0
432,Kathryn Jones,45,Male,Pune,117869,4,46,25,Tablet,Fashion,17,0
433,Sean Ali,33,Male,Delhi,104873,53,37,23,Headphones,Gaming,20,0
434,James Frank,28,Male,Pune,47218,60,31,17,iPhone,Fitness,11,0
435,Ronald Osborne,33,Female,Bangalore,76053,95,7,28,Watch,Accessories,6,0
436,Benjamin Price,18,Female,Mumbai,57669,55,56,13,iPhone,Fitness,5,0
437,Kimberly Riggs,18,Male,Mumbai,127720,17,8,16,Tablet,Fitness,17,1
438,Susan Craig,42,Female,Bangalore,117305,33,27,17,iPhone,Fashion,1,0
439,Alison Walker,44,Female,Delhi,21610,15,46,20,Gaming Console,Gaming,13,0
440,Theresa Cook,31,Male,Mumbai,100829,54,57,5,iPhone,Gaming,2,0
441,Ralph Mills,43,Male,Pune,62897,72,55,10,Gaming Console,Fashion,8,0
442,Lisa Lewis,41,Male,Chennai,60036,84,4,11,Watch,Fitness,15,0
443,Alvin Kelly,25,Female,Delhi,96518,86,33,14,Fitness Band,Gaming,12,0
444,Derrick Osborn,54,Male,Delhi,26083,62,40,11,Watch,Gaming,12,0
445,Laura Murray,21,Female,Mumbai,53423,48,51,22,Tablet,Fashion,7,0
446,Elizabeth Richards,51,Male,Bangalore,47695,5,44,11,Camera,Electronics,12,0
447,Matthew Hall,56,Female,Chennai,78016,23,24,15,Fitness Band,Gaming,10,0
448,Diane Kim,32,Male,Bangalore,32217,43,32,25,Tablet,Fitness,6,0
449,Nathan Yoder,29,Female,Chennai,61777,95,1,22,iPhone,Fitness,14,0
450,Dennis Phillips,58,Male,Mumbai,79395,7,29,20,Watch,Accessories,6,0
451,Michelle Salinas,60,Male,Bangalore,113962,66,11,15,Headphones,Fitness,2,0
452,April Woods,33,Male,Delhi,110515,92,7,10,Smart TV,Gaming,7,0
453,Brandon Smith,38,Male,Chennai,115316,60,42,9,Gaming Console,Gaming,4,0
454,Stephanie Smith,57,Female,Hyderabad,20765,66,17,8,iPhone,Gaming,8,0
455,Joanna Rivera,21,Female,Chennai,44302,94,30,30,Camera,Gaming,16,0
456,Heather Lewis,53,Female,Chennai,31377,46,17,13,Laptop,Fitness,12,0
457,Paul Johnson,55,Female,Pune,35800,25,41,29,Watch,Fitness,16,0
458,Mason Johnson,38,Male,Pune,88200,89,13,25,Gaming Console,Fashion,20,0
459,Leslie Lloyd,51,Male,Delhi,30436,8,10,27,Gaming Console,Fitness,6,1
460,Lauren Garcia,38,Male,Chennai,141957,24,13,14,Shoes,Fashion,4,0
461,Alan Ramos,49,Male,Chennai,94207,27,54,26,Tablet,Electronics,17,0
462,Jose Knight,46,Male,Mumbai,26745,12,18,28,iPhone,Accessories,12,0
463,Bradley Myers,55,Female,Chennai,24859,39,9,19,iPhone,Fashion,20,1
464,Elaine Barker,22,Male,Hyderabad,90660,93,34,28,Camera,Gaming,17,0
465,Samuel Martin,54,Male,Mumbai,96960,48,46,3,Smart TV,Electronics,14,0
466,Maria Hampton,57,Male,Mumbai,126813,31,18,24,Fitness Band,Fashion,13,0
467,Anne Lawrence,53,Male,Pune,41898,38,46,29,Smart TV,Fashion,7,0
468,Gavin Wright,45,Female,Bangalore,104899,61,43,17,Gaming Console,Accessories,8,0
469,William Wilson,39,Male,Mumbai,61572,14,39,14,iPhone,Fashion,7,0
470,Cody Shaffer,42,Male,Bangalore,102052,16,53,19,Watch,Gaming,10,0
471,Cindy Richardson,55,Male,Delhi,70810,14,13,15,Watch,Gaming,15,0
472,Jamie Webb,24,Female,Pune,108635,11,44,1,Watch,Accessories,12,0
473,Megan Pham,25,Female,Delhi,55617,57,55,15,Camera,Fitness,19,0
474,Tim Bauer,45,Female,Mumbai,83060,2,1,11,Fitness Band,Fashion,16,1
475,Gerald Meyer,18,Female,Mumbai,21551,69,25,1,iPhone,Fitness,5,0
476,Robert Taylor,34,Female,Mumbai,119057,36,1,23,Laptop,Fitness,17,1
477,Donald Torres,24,Female,Pune,24961,1,28,15,Shoes,Gaming,12,0
478,Krista Huffman,39,Male,Mumbai,26186,51,3,5,Gaming Console,Accessories,15,0
479,William Richards,53,Male,Hyderabad,80233,10,32,3,Laptop,Gaming,5,0
480,Monica Cruz,24,Male,Delhi,93287,79,25,15,Fitness Band,Accessories,16,0
481,Samuel Thompson,32,Female,Delhi,61636,21,13,1,Smart TV,Fashion,19,0
482,Nancy Davenport,60,Male,Bangalore,72173,43,1,27,Tablet,Electronics,20,0
483,Eric Baker,51,Male,Mumbai,120975,60,7,13,Camera,Fitness,18,0
484,Teresa Boyd,57,Female,Bangalore,67826,57,30,17,Laptop,Accessories,18,0
485,Anna Ramirez,48,Female,Bangalore,40691,76,7,27,Laptop,Fashion,7,0
486,Jessica Soto,42,Female,Delhi,60883,95,34,25,Headphones,Fitness,12,0
487,Max Bullock,27,Male,Mumbai,100005,68,56,18,Laptop,Gaming,18,0
488,Connie Smith,36,Female,Bangalore,137306,69,56,3,Fitness Band,Gaming,19,0
489,Kimberly Williamson,30,Male,Delhi,126900,40,14,12,Shoes,Fitness,3,0
490,Adrian Smith,24,Male,Delhi,66451,13,16,9,Fitness Band,Gaming,3,0
491,Latasha Wood,54,Male,Chennai,130590,61,28,2,Watch,Accessories,17,0
492,Mr. Austin Maldonado,34,Male,Chennai,27215,48,50,10,Gaming Console,Gaming,6,0
493,Stephanie Duncan,49,Female,Mumbai,92416,94,40,27,Shoes,Accessories,15,0
494,Laura Rivera,45,Male,Bangalore,48594,58,8,17,Headphones,Electronics,10,0
495,Yolanda Boyd,53,Female,Chennai,46503,24,8,1,Headphones,Gaming,9,1
496,Kim Lucas,41,Male,Bangalore,83600,52,17,22,Shoes,Fashion,2,0
497,John Johnson,36,Female,Delhi,84255,31,53,1,Fitness Band,Electronics,10,0
498,Christopher Turner,48,Male,Chennai,43387,52,55,11,Laptop,Electronics,19,0
499,Daniel Mayo,40,Male,Hyderabad,104309,99,24,17,Laptop,Gaming,2,0
500,Lisa Johnson,60,Female,Mumbai,149645,32,58,10,Shoes,Electronics,7,0
